GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14
1500000US360470367002,360470367002,"Block Group 2, Census Tract 367, Kings County, New York",259,79,175,107,84,66,84,66,77,65,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470369001,360470369001,"Block Group 1, Census Tract 369, Kings County, New York",1041,401,1016,401,25,28,25,28,11,16,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470369002,360470369002,"Block Group 2, Census Tract 369, Kings County, New York",1258,380,1052,352,206,180,206,180,206,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470369003,360470369003,"Block Group 3, Census Tract 369, Kings County, New York",813,262,617,211,196,162,189,160,175,159,14,17,7,17,5,11,2,6,0,12,0,12,0,12,0,12,0,12
1500000US360470369004,360470369004,"Block Group 4, Census Tract 369, Kings County, New York",1555,391,1485,384,70,75,70,75,70,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470370001,360470370001,"Block Group 1, Census Tract 370, Kings County, New York",1284,365,1267,368,17,26,17,26,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470370002,360470370002,"Block Group 2, Census Tract 370, Kings County, New York",897,257,856,258,33,36,33,36,33,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11
1500000US360470370003,360470370003,"Block Group 3, Census Tract 370, Kings County, New York",1130,260,946,230,121,99,121,99,121,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,96
1500000US360470370004,360470370004,"Block Group 4, Census Tract 370, Kings County, New York",763,210,726,206,37,37,37,37,37,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470371001,360470371001,"Block Group 1, Census Tract 371, Kings County, New York",650,243,634,241,16,22,16,22,16,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470371002,360470371002,"Block Group 2, Census Tract 371, Kings County, New York",883,330,854,329,29,45,29,45,29,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470371003,360470371003,"Block Group 3, Census Tract 371, Kings County, New York",1061,362,999,369,36,46,36,46,36,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,40
1500000US360470371004,360470371004,"Block Group 4, Census Tract 371, Kings County, New York",1222,382,1187,382,35,43,35,43,35,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470371005,360470371005,"Block Group 5, Census Tract 371, Kings County, New York",420,163,407,159,13,21,0,12,0,12,0,12,13,21,13,21,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470373001,360470373001,"Block Group 1, Census Tract 373, Kings County, New York",784,246,777,246,7,11,7,11,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470373002,360470373002,"Block Group 2, Census Tract 373, Kings County, New York",782,296,621,230,161,180,152,179,152,179,0,12,9,16,9,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470373003,360470373003,"Block Group 3, Census Tract 373, Kings County, New York",922,277,881,277,41,50,41,50,34,55,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470373004,360470373004,"Block Group 4, Census Tract 373, Kings County, New York",1094,263,854,275,237,171,234,170,234,170,0,12,3,6,0,12,3,6,0,12,0,12,0,12,0,12,3,6
1500000US360470374011,360470374011,"Block Group 1, Census Tract 374.01, Kings County, New York",1875,486,1800,491,27,43,27,43,27,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,65
1500000US360470374012,360470374012,"Block Group 2, Census Tract 374.01, Kings County, New York",1266,292,1251,292,15,24,15,24,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470374013,360470374013,"Block Group 3, Census Tract 374.01, Kings County, New York",1131,240,993,235,127,107,45,39,45,39,0,12,82,99,82,99,0,12,0,12,0,12,0,12,0,12,11,16
1500000US360470374021,360470374021,"Block Group 1, Census Tract 374.02, Kings County, New York",1079,281,1018,283,61,76,61,76,61,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470374022,360470374022,"Block Group 2, Census Tract 374.02, Kings County, New York",1341,390,1294,394,47,45,47,45,47,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470374023,360470374023,"Block Group 3, Census Tract 374.02, Kings County, New York",631,207,522,157,38,46,38,46,38,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,71,100
1500000US360470374024,360470374024,"Block Group 4, Census Tract 374.02, Kings County, New York",915,367,775,360,140,183,140,183,140,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470375001,360470375001,"Block Group 1, Census Tract 375, Kings County, New York",667,262,595,288,72,75,72,75,72,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470375002,360470375002,"Block Group 2, Census Tract 375, Kings County, New York",1145,393,903,328,242,257,242,257,242,257,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470375003,360470375003,"Block Group 3, Census Tract 375, Kings County, New York",1001,386,952,380,49,48,46,48,46,48,0,12,3,7,0,12,3,7,0,12,0,12,0,12,0,12,0,12
1500000US360470377001,360470377001,"Block Group 1, Census Tract 377, Kings County, New York",922,284,849,285,73,74,66,63,66,63,0,12,7,13,0,12,7,13,0,12,0,12,0,12,0,12,0,12
1500000US360470377002,360470377002,"Block Group 2, Census Tract 377, Kings County, New York",875,270,842,266,33,51,33,51,33,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470377003,360470377003,"Block Group 3, Census Tract 377, Kings County, New York",596,230,494,221,102,103,102,103,102,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470377004,360470377004,"Block Group 4, Census Tract 377, Kings County, New York",1610,399,1332,356,278,166,214,134,196,126,18,29,64,90,11,20,53,88,0,12,0,12,0,12,0,12,0,12
1500000US360470379001,360470379001,"Block Group 1, Census Tract 379, Kings County, New York",749,227,515,182,234,173,234,173,223,174,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470379002,360470379002,"Block Group 2, Census Tract 379, Kings County, New York",1735,515,1598,493,137,115,79,82,79,82,0,12,58,90,17,27,41,63,0,12,0,12,0,12,0,12,0,12
1500000US360470379003,360470379003,"Block Group 3, Census Tract 379, Kings County, New York",1287,349,1226,338,61,94,61,94,61,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470381001,360470381001,"Block Group 1, Census Tract 381, Kings County, New York",853,358,731,279,122,134,122,134,122,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470381002,360470381002,"Block Group 2, Census Tract 381, Kings County, New York",2393,459,2355,453,38,35,38,35,38,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470381003,360470381003,"Block Group 3, Census Tract 381, Kings County, New York",565,276,535,277,30,47,21,33,21,33,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470381004,360470381004,"Block Group 4, Census Tract 381, Kings County, New York",962,336,823,324,139,100,129,93,129,93,0,12,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470382001,360470382001,"Block Group 1, Census Tract 382, Kings County, New York",1281,411,1235,421,46,57,46,57,46,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470382002,360470382002,"Block Group 2, Census Tract 382, Kings County, New York",2814,624,2752,613,62,76,62,76,62,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470382003,360470382003,"Block Group 3, Census Tract 382, Kings County, New York",1476,310,1460,312,16,27,16,27,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470383001,360470383001,"Block Group 1, Census Tract 383, Kings County, New York",1061,369,901,375,160,164,149,160,149,160,0,12,11,17,0,12,11,17,0,12,0,12,0,12,0,12,0,12
1500000US360470383002,360470383002,"Block Group 2, Census Tract 383, Kings County, New York",1170,424,873,411,297,232,297,232,297,232,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470383003,360470383003,"Block Group 3, Census Tract 383, Kings County, New York",1303,464,1042,389,261,283,261,283,241,282,20,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470383004,360470383004,"Block Group 4, Census Tract 383, Kings County, New York",794,294,691,289,103,67,89,65,89,65,0,12,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470385001,360470385001,"Block Group 1, Census Tract 385, Kings County, New York",1024,292,1001,290,23,37,23,37,23,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470385002,360470385002,"Block Group 2, Census Tract 385, Kings County, New York",471,244,300,158,171,179,171,179,171,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470385003,360470385003,"Block Group 3, Census Tract 385, Kings County, New York",669,245,567,240,102,76,102,76,102,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470385004,360470385004,"Block Group 4, Census Tract 385, Kings County, New York",1094,396,984,378,110,177,110,177,110,177,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470386001,360470386001,"Block Group 1, Census Tract 386, Kings County, New York",1876,349,1682,292,186,219,174,210,174,210,0,12,12,20,0,12,12,20,0,12,0,12,0,12,0,12,8,14
1500000US360470386002,360470386002,"Block Group 2, Census Tract 386, Kings County, New York",1652,417,1648,417,4,6,4,6,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470387001,360470387001,"Block Group 1, Census Tract 387, Kings County, New York",769,286,699,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,70,108
1500000US360470387002,360470387002,"Block Group 2, Census Tract 387, Kings County, New York",654,322,654,322,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470387003,360470387003,"Block Group 3, Census Tract 387, Kings County, New York",784,213,650,195,95,76,80,75,69,75,11,24,2,5,0,12,2,5,0,12,0,12,0,12,13,27,39,50
1500000US360470387004,360470387004,"Block Group 4, Census Tract 387, Kings County, New York",1345,357,1165,324,180,203,180,203,180,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470388001,360470388001,"Block Group 1, Census Tract 388, Kings County, New York",730,187,729,187,1,2,0,12,0,12,0,12,1,2,1,2,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470388002,360470388002,"Block Group 2, Census Tract 388, Kings County, New York",1175,422,1124,422,51,46,30,33,30,33,0,12,21,32,21,32,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470388003,360470388003,"Block Group 3, Census Tract 388, Kings County, New York",1004,346,896,345,108,113,108,113,108,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470388004,360470388004,"Block Group 4, Census Tract 388, Kings County, New York",1167,517,940,394,227,226,182,169,182,169,0,12,45,71,0,12,45,71,0,12,0,12,0,12,0,12,0,12
1500000US360470389001,360470389001,"Block Group 1, Census Tract 389, Kings County, New York",1375,336,1245,337,117,140,102,139,102,139,0,12,15,23,15,23,0,12,0,12,0,12,0,12,0,12,13,23
1500000US360470389002,360470389002,"Block Group 2, Census Tract 389, Kings County, New York",784,268,659,284,125,79,112,87,96,75,16,25,12,19,12,19,0,12,1,7,0,12,1,7,0,12,0,12
1500000US360470389003,360470389003,"Block Group 3, Census Tract 389, Kings County, New York",839,315,779,325,60,58,41,44,34,41,7,11,19,30,10,17,9,14,0,12,0,12,0,12,0,12,0,12
1500000US360470390001,360470390001,"Block Group 1, Census Tract 390, Kings County, New York",1287,311,1167,293,120,137,120,137,114,137,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470390002,360470390002,"Block Group 2, Census Tract 390, Kings County, New York",984,250,970,250,14,11,14,11,14,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470391001,360470391001,"Block Group 1, Census Tract 391, Kings County, New York",1376,370,1328,373,48,49,48,49,48,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470391002,360470391002,"Block Group 2, Census Tract 391, Kings County, New York",1508,351,1355,369,153,92,122,77,122,77,0,12,19,30,10,15,9,15,12,18,12,18,0,12,0,12,0,12
1500000US360470392001,360470392001,"Block Group 1, Census Tract 392, Kings County, New York",718,222,669,217,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,76
1500000US360470392002,360470392002,"Block Group 2, Census Tract 392, Kings County, New York",1568,402,1531,402,24,37,24,37,24,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,23
1500000US360470393001,360470393001,"Block Group 1, Census Tract 393, Kings County, New York",1076,392,892,340,159,184,159,184,159,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,40
1500000US360470393002,360470393002,"Block Group 2, Census Tract 393, Kings County, New York",1189,392,1021,366,157,149,157,149,157,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17
1500000US360470393003,360470393003,"Block Group 3, Census Tract 393, Kings County, New York",1443,444,1342,440,101,130,90,120,77,101,13,21,4,9,4,9,0,12,7,9,3,7,4,10,0,12,0,12
1500000US360470394001,360470394001,"Block Group 1, Census Tract 394, Kings County, New York",754,204,700,203,17,24,17,24,17,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,54
1500000US360470394002,360470394002,"Block Group 2, Census Tract 394, Kings County, New York",668,165,640,175,28,36,28,36,28,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470394003,360470394003,"Block Group 3, Census Tract 394, Kings County, New York",964,301,897,295,67,81,67,81,56,80,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470395001,360470395001,"Block Group 1, Census Tract 395, Kings County, New York",1919,460,1777,441,142,172,112,166,112,166,0,12,30,33,30,33,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470395002,360470395002,"Block Group 2, Census Tract 395, Kings County, New York",922,375,767,313,115,152,115,152,115,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,48
1500000US360470395003,360470395003,"Block Group 3, Census Tract 395, Kings County, New York",624,248,533,194,91,127,91,127,91,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470396001,360470396001,"Block Group 1, Census Tract 396, Kings County, New York",883,231,883,231,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470396002,360470396002,"Block Group 2, Census Tract 396, Kings County, New York",999,254,958,252,35,28,35,28,35,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11
1500000US360470397001,360470397001,"Block Group 1, Census Tract 397, Kings County, New York",1093,366,950,300,117,138,102,138,102,138,0,12,15,18,15,18,0,12,0,12,0,12,0,12,0,12,26,40
1500000US360470397002,360470397002,"Block Group 2, Census Tract 397, Kings County, New York",929,349,735,282,194,244,194,244,194,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470397003,360470397003,"Block Group 3, Census Tract 397, Kings County, New York",1375,369,1281,368,94,85,68,77,68,77,0,12,26,41,26,41,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470398001,360470398001,"Block Group 1, Census Tract 398, Kings County, New York",1134,247,1016,251,118,76,118,76,98,70,20,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470398002,360470398002,"Block Group 2, Census Tract 398, Kings County, New York",1270,334,1148,312,122,98,122,98,122,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470399001,360470399001,"Block Group 1, Census Tract 399, Kings County, New York",1226,459,1095,453,131,106,125,106,125,106,0,12,6,11,6,11,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470399002,360470399002,"Block Group 2, Census Tract 399, Kings County, New York",1423,470,1218,463,205,148,187,146,187,146,0,12,18,19,10,15,8,12,0,12,0,12,0,12,0,12,0,12
1500000US360470399003,360470399003,"Block Group 3, Census Tract 399, Kings County, New York",1289,343,1229,339,60,53,60,53,60,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470400001,360470400001,"Block Group 1, Census Tract 400, Kings County, New York",1045,238,1042,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6
1500000US360470400002,360470400002,"Block Group 2, Census Tract 400, Kings County, New York",405,143,315,138,75,73,75,73,75,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23
1500000US360470400003,360470400003,"Block Group 3, Census Tract 400, Kings County, New York",1647,398,1429,437,218,188,218,188,218,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470401001,360470401001,"Block Group 1, Census Tract 401, Kings County, New York",716,367,617,331,99,102,70,59,70,59,0,12,5,8,5,8,0,12,1,2,1,2,0,12,23,51,0,12
1500000US360470401002,360470401002,"Block Group 2, Census Tract 401, Kings County, New York",971,330,847,315,124,116,124,116,124,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470401003,360470401003,"Block Group 3, Census Tract 401, Kings County, New York",1608,435,1448,408,108,107,108,107,108,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,67
1500000US360470402001,360470402001,"Block Group 1, Census Tract 402, Kings County, New York",1034,237,892,233,97,56,97,56,97,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,75
1500000US360470402002,360470402002,"Block Group 2, Census Tract 402, Kings County, New York",1336,219,1289,218,41,42,41,42,41,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,16
1500000US360470403001,360470403001,"Block Group 1, Census Tract 403, Kings County, New York",1281,372,1097,321,184,177,162,190,162,190,0,12,22,35,0,12,22,35,0,12,0,12,0,12,0,12,0,12
1500000US360470403002,360470403002,"Block Group 2, Census Tract 403, Kings County, New York",1294,419,1115,392,179,141,179,141,179,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470403003,360470403003,"Block Group 3, Census Tract 403, Kings County, New York",1135,396,965,398,157,103,157,103,157,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19
1500000US360470404001,360470404001,"Block Group 1, Census Tract 404, Kings County, New York",1346,289,1281,291,26,32,26,32,26,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,59
1500000US360470404002,360470404002,"Block Group 2, Census Tract 404, Kings County, New York",858,226,820,215,22,25,22,25,22,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26
1500000US360470405001,360470405001,"Block Group 1, Census Tract 405, Kings County, New York",930,243,857,236,73,59,67,58,67,58,0,12,6,7,3,7,3,7,0,12,0,12,0,12,0,12,0,12
1500000US360470405002,360470405002,"Block Group 2, Census Tract 405, Kings County, New York",513,176,372,146,28,25,0,12,0,12,0,12,28,25,8,11,20,25,0,12,0,12,0,12,0,12,113,111
1500000US360470406001,360470406001,"Block Group 1, Census Tract 406, Kings County, New York",956,325,923,323,33,50,33,50,33,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470406002,360470406002,"Block Group 2, Census Tract 406, Kings County, New York",627,262,627,262,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470406003,360470406003,"Block Group 3, Census Tract 406, Kings County, New York",1433,388,1187,370,101,123,101,123,101,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,145,167
1500000US360470407001,360470407001,"Block Group 1, Census Tract 407, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470408001,360470408001,"Block Group 1, Census Tract 408, Kings County, New York",648,194,640,194,8,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470408002,360470408002,"Block Group 2, Census Tract 408, Kings County, New York",750,280,662,256,45,72,45,72,45,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,66
1500000US360470408003,360470408003,"Block Group 3, Census Tract 408, Kings County, New York",1693,364,1440,373,244,177,228,181,228,181,0,12,16,24,0,12,16,24,0,12,0,12,0,12,0,12,9,13
1500000US360470409001,360470409001,"Block Group 1, Census Tract 409, Kings County, New York",1521,360,1431,371,90,90,90,90,90,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470409002,360470409002,"Block Group 2, Census Tract 409, Kings County, New York",1177,361,1063,359,114,80,84,76,84,76,0,12,30,35,20,32,10,15,0,12,0,12,0,12,0,12,0,12
1500000US360470409003,360470409003,"Block Group 3, Census Tract 409, Kings County, New York",1034,294,988,289,46,44,46,44,46,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470410001,360470410001,"Block Group 1, Census Tract 410, Kings County, New York",704,138,540,120,154,98,154,98,154,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15
1500000US360470410002,360470410002,"Block Group 2, Census Tract 410, Kings County, New York",1028,199,978,194,37,26,37,26,27,23,10,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22
1500000US360470411001,360470411001,"Block Group 1, Census Tract 411, Kings County, New York",1269,392,1005,356,264,240,264,240,264,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470411002,360470411002,"Block Group 2, Census Tract 411, Kings County, New York",1035,354,802,349,233,173,233,173,233,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470411003,360470411003,"Block Group 3, Census Tract 411, Kings County, New York",809,321,753,303,35,38,35,38,35,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,32
1500000US360470412001,360470412001,"Block Group 1, Census Tract 412, Kings County, New York",1028,254,962,248,24,27,24,27,24,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,66
1500000US360470412002,360470412002,"Block Group 2, Census Tract 412, Kings County, New York",1602,356,1466,358,83,61,57,53,46,51,11,16,26,24,0,12,26,24,0,12,0,12,0,12,0,12,53,46
1500000US360470413001,360470413001,"Block Group 1, Census Tract 413, Kings County, New York",1148,356,988,351,118,131,118,131,118,131,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,66
1500000US360470413002,360470413002,"Block Group 2, Census Tract 413, Kings County, New York",1133,437,1133,437,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470413003,360470413003,"Block Group 3, Census Tract 413, Kings County, New York",1472,384,1298,373,156,129,74,80,74,80,0,12,82,105,65,102,17,27,0,12,0,12,0,12,0,12,18,31
1500000US360470414011,360470414011,"Block Group 1, Census Tract 414.01, Kings County, New York",499,152,465,147,34,29,34,29,16,14,18,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470414012,360470414012,"Block Group 2, Census Tract 414.01, Kings County, New York",608,142,588,142,20,15,20,15,20,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470414021,360470414021,"Block Group 1, Census Tract 414.02, Kings County, New York",811,214,753,205,34,28,34,28,34,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,29
1500000US360470414022,360470414022,"Block Group 2, Census Tract 414.02, Kings County, New York",952,306,895,308,50,58,50,58,45,56,5,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11
1500000US360470415001,360470415001,"Block Group 1, Census Tract 415, Kings County, New York",1969,470,1711,477,199,116,179,105,169,102,10,17,20,32,20,32,0,12,0,12,0,12,0,12,0,12,59,64
1500000US360470415002,360470415002,"Block Group 2, Census Tract 415, Kings County, New York",1906,509,1848,492,30,35,30,35,30,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,41
1500000US360470415003,360470415003,"Block Group 3, Census Tract 415, Kings County, New York",809,359,717,332,63,101,63,101,63,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,46
1500000US360470416001,360470416001,"Block Group 1, Census Tract 416, Kings County, New York",1832,333,1777,336,23,25,23,25,23,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,42
1500000US360470416002,360470416002,"Block Group 2, Census Tract 416, Kings County, New York",901,257,895,257,6,9,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470417001,360470417001,"Block Group 1, Census Tract 417, Kings County, New York",444,190,427,195,17,20,17,20,17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470417002,360470417002,"Block Group 2, Census Tract 417, Kings County, New York",274,150,262,150,12,19,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470417003,360470417003,"Block Group 3, Census Tract 417, Kings County, New York",1428,365,1317,350,111,120,111,120,111,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470417004,360470417004,"Block Group 4, Census Tract 417, Kings County, New York",1348,448,1233,448,67,74,67,74,67,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,75
1500000US360470418001,360470418001,"Block Group 1, Census Tract 418, Kings County, New York",797,371,778,367,19,26,19,26,19,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470418002,360470418002,"Block Group 2, Census Tract 418, Kings County, New York",1110,353,1046,355,64,71,64,71,57,69,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470419001,360470419001,"Block Group 1, Census Tract 419, Kings County, New York",2065,432,1781,423,274,157,191,131,191,131,0,12,83,77,56,64,27,43,0,12,0,12,0,12,0,12,10,17
1500000US360470419002,360470419002,"Block Group 2, Census Tract 419, Kings County, New York",970,349,789,315,181,194,108,107,108,107,0,12,73,121,21,35,52,86,0,12,0,12,0,12,0,12,0,12
1500000US360470419003,360470419003,"Block Group 3, Census Tract 419, Kings County, New York",689,301,638,300,51,50,51,50,51,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470420001,360470420001,"Block Group 1, Census Tract 420, Kings County, New York",636,282,636,282,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470420002,360470420002,"Block Group 2, Census Tract 420, Kings County, New York",1422,323,1343,325,79,57,79,57,79,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470421001,360470421001,"Block Group 1, Census Tract 421, Kings County, New York",1047,325,690,299,313,245,313,245,313,245,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,67
